op_rw_wait_sa_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
123,0.001734,0,0,0,0,0,0,0,0.001527,0,0,0,0,0,0.001389,0,0,0,0,0,0.001386,0,0.002646,0,0,0,0,0,0,0,0,0.00185
124,0.001346,0.010088,0,0,0,0,0.003412,0.001666,0.000701,0.001013,0,0,0,0,0,0,0.001188,0.001689,0,0.000824,0,0,0,0,0.001478,0.00093,0.001684,0,0,0,0,0.002362
125,0,0,0,0,0,0,0,0.000995,0,0,0,0,0,0,0,0,0,0,0,0,0.001103,0,0.025389,0,0,0,0,0,0,0,0,0
126,0.004095,0.005094,0,0.004534,0,0.00792,0.004967,0.003432,0.005583,0,0.002489,0,0,0.003515,0.002913,0,0.007472,0,0.003937,0.004228,0,0.003409,0.00485,0.00622,0,0.003152,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0.000838,0,0,0.001089,0,0,0,0,0,0,0,0.002636,0.005278,0.00298,0.003818,0.002066,0.003835,0,0.000728,0,0,0,0.001937,0.003663
128,0,0,0,0,0.000657,0,0,0,0,0,0,0,0,0,0,0,0,0.006308,0,0.002107,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0.006282,0,0,0,0.005728,0,0.002286,0,0,0,0,0.004767,0.002693,0,0,0,0,0,0,0,0,0,0.003322,0.005014,0.002505,0,0,0.003105,0,0
130,0,0,0,0,0,0.002343,0,0,0,0,0,0,0,0.002383,0,0.002009,0,0,0.001695,0,0,0.002608,0,0,0,0,0,0,0.001109,0,0,0
131,0,0,0,0,0,0,0,0,0.000956,0,0,0,0.001334,0,0,0,0.002298,0,0,0,0,0,0,0,0.001457,0.001146,0,0.001258,0.001366,0,0.002049,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000869,0,0.001696,0,0.001246,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0.002761,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002115,0,0,0,0,0,0,0,0,0,0,0,0,0
135,0.003081,0,0,0,0,0,0.005795,0,0,0,0,0,0,0.000764,0,0,0.004872,0,0,0,0,0,0,0,0.001731,0,0,0.000779,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715,0.002522,0,0.000675,0.003151,0,0.002517,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001102,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004067,0
142,0,0,0.004193,0,0,0,0,0,0,0.003469,0,0.001368,0,0,0,0,0.001386,0,0,0,0,0,0,0,0,0,0,0,0,0.007667,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0.000827,0,0,0,0.002185,0,0,0,0,0,0.002357,0,0,0,0,0,0,0,0,0.001424,0,0,0,0.002175,0,0.002793,0
145,0,0,0,0,0,0,0,0,0.000716,0,0.024639,0.025041,0,0,0,0,0,0,0,0,0.002975,0,0,0.001995,0.001755,0.025791,0,0,0,0,0,0.024924
146,0.00212,0,0.000946,0.003996,0.003104,0.002778,0,0.001678,0.001894,0.003447,0.003902,0,0,0.002646,0,0.00165,0,0,0.004631,0,0,0.004411,0,0,0.004435,0.002521,0,0,0.004611,0,0.002296,0.005838
147,0,0,0,0,0,0,0.000996,0,0,0,0,0,0,0,0,0,0.004769,0.001365,0.001158,0,0.000871,0.005085,0.004678,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225,0,0,0,0,0.001706,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001035,0
151,0,0.001983,0.014201,0,0,0,0,0,0,0.018279,0.002028,0.003265,0.000877,0,0,0,0,0,0,0,0,0,0,0,0,0.001827,0,0.012607,0,0,0.01969,0.00172
152,0,0.011857,0,0,0,0.000987,0,0,0,0,0,0.00114,0,0,0,0.010549,0,0,0,0,0.005632,0.006461,0,0.001363,0,0,0,0,0,0,0.00251,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0.00109,0,0,0,0,0,0,0.002016,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001889,0,0,0,0
157,0,0,0,0,0,0,0,0,0.002628,0.00969,0.010119,0,0.008145,0.001867,0.011203,0,0,0,0,0,0,0,0,0,0,0,0,0.008273,0.004781,0,0.007765,0.009059
158,0,0,0,0,0,0.003375,0,0,0,0,0.001195,0,0.001358,0.002652,0.001168,0,0.005855,0.009933,0,0,0.00867,0,0.003534,0.008831,0,0,0,0,0.003349,0.001439,0.001066,0
159,0,0,0,0,0.002479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002189,0,0.002972,0,0,0,0,0,0.003312,0,0,0,0,0
160,0,0,0,0,0,0,0.001052,0,0,0,0,0,0,0.001815,0,0,0,0,0,0,0,0,0,0,0,0,0.002081,0.001341,0,0,0,0
161,0,0,0,0,0,0,0,0,0.002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386,0,0,0,0,0,0,0,0
162,0.001892,0,0,0,0,0,0,0.000838,0,0.003722,0.002705,0.001584,0,0,0,0.002411,0,0,0,0,0,0,0,0,0,0,0.002852,0,0.001313,0,0,0.002379
163,0,0.001084,0,0,0,0,0,0,0,0,0,0,0.003571,0,0.001765,0.001173,0,0,0,0,0,0,0,0,0.000988,0.001342,0.001187,0.003691,0.003414,0,0.005003,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0.001879,0.001537,0,0,0,0,0,0.001061,0,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0.001286,0,0,0,0,0,0,0,0,0.002312,0,0,0.000769,0,0,0,0,0,0,0,0,0,0.000863,0,0,0,0,0
166,0,0,0,0,0,0,0.002865,0,0,0,0,0,0,0.005533,0,0,0,0,0,0,0,0.003045,0,0,0,0.000933,0,0,0,0,0,0.001884
167,0,0,0,0.001016,0,0.004598,0,0,0,0,0,0,0,0,0,0,0.00119,0.000955,0.000967,0,0,0,0.005323,0.002769,0,0,0,0,0.002108,0,0,0
168,0,0,0,0,0,0.001416,0,0,0.001358,0,0,0,0,0,0.001915,0.003579,0,0,0.001595,0,0,0,0,0,0,0,0,0,0,0.001828,0.001417,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000834,0.011404,0,0,0,0,0.006097,0,0.004184,0,0.003206,0.003495,0,0,0,0
170,0,0.00117,0.002851,0,0,0,0.001148,0,0.007969,0.009311,0,0.005472,0.005286,0,0.004593,0.005993,0,0,0,0,0,0,0,0,0.005557,0.0012,0.007745,0,0.005515,0.001815,0.005601,0
171,0,0,0,0,0.007164,0,0.001054,0,0,0.001682,0,0.003148,0,0.0127,0.013102,0.01318,0.005966,0.004325,0.007382,0.007378,0,0.009572,0.004934,0.007525,0,0,0,0.001518,0.001188,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012386,0.01228,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0.002598,0.005512,0,0.002701,0,0.002932,0.002273,0,0.002669,0,0,0,0.004348,0,0,0,0,0,0,0,0,0,0,0.002318,0.003835,0.004899,0.002275,0.002445,0.003766,0.00186,0.001293
174,0,0.001373,0.002462,0,0,0,0.003122,0,0.002129,0.002765,0.001677,0,0.000905,0.002719,0,0,0,0.001764,0.001769,0,0.001856,0.003616,0.000689,0.001668,0.001698,0,0.001591,0.002537,0,0.00242,0,0.002295
175,0,0.002095,0,0,0.000846,0,0,0,0,0,0.001857,0,0,0,0,0.002052,0.00237,0.002525,0.002006,0.002282,0.002382,0.001458,0.001109,0.001922,0,0,0.002893,0,0,0,0,0
176,0,0,0,0.000984,0,0,0,0,0,0,0.002104,0,0.000855,0,0,0,0,0,0,0,0,0,0,0,0.002792,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001536,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0.001518,0.003651,0,0.001319,0.003735,0.002635,0,0.002952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0.014131,0.000993,0.00507,0,0.008573,0,0.008022,0.002155,0,0,0.016341,0,0.014967,0.015715,0.002082,0,0.003714,0,0,0,0.003783,0,0.001995,0.000718,0.012412,0,0.014327,0.014508,0,0,0.014457,0.01396
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001282,0,0.015418,0,0.00218,0,0,0.002365,0,0.014109,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0.004383,0.002803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001474,0.00201,0,0.001674,0,0,0.000878,0.005055
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001044,0.002458,0,0,0,0.001909,0.000756,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0.001574,0.00521,0,0.006292,0.003986,0,0.001893,0.007737,0,0.006935,0,0.002622,0.006682,0.006912,0.00256,0,0,0,0,0,0,0,0,0.007219,0.009257,0.00175,0.002514,0.004994,0.002121,0.003438,0.010991
185,0.001266,0,0,0,0.001249,0,0,0.001706,0.000735,0,0,0.0008,0,0,0,0,0.001233,0,0.002159,0.001115,0.002874,0.007366,0,0.001955,0,0,0,0,0,0,0,0
186,0,0.001419,0,0,0,0,0,0,0,0.001225,0,0,0.001704,0,0.000887,0,0,0,0,0.00213,0,0,0,0,0,0.001567,0.000765,0,0,0,0,0
187,0.014625,0,0.012966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024188,0,0,0,0,0,0,0,0,0,0,0,0,0.001636,0.013314,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013332,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0.00201,0,0,0.002155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0.001619,0,0.006107,0,0,0,0.003997,0.004887,0,0,0,0,0,0,0,0,0.001525,0.001937,0.001751,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0.015154,0.005067,0.005119,0.006355,0,0,0,0,0.002581,0.005644,0.001713,0,0,0,0.00122,0,0,0,0.003623,0,0,0.008341,0.012395
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012233,0.00449,0,0.004134,0,0.012557,0,0.005439,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0.001848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001072,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001155,0,0,0,0,0
199,0,0,0.000967,0,0,0.000879,0.000777,0.001762,0,0,0.003075,0,0,0.00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000873,0,0,0.006166
200,0,0.004402,0.001226,0,0,0,0.004518,0.001335,0,0,0,0.001767,0,0,0,0,0.003544,0,0,0.002131,0,0,0.002088,0.001478,0,0.004693,0,0,0.002697,0.009014,0,0.003252
201,0,0,0.000787,0,0.002206,0.003527,0,0.001315,0,0.003454,0.001407,0,0.002135,0.003903,0.000724,0,0,0.001162,0.008817,0.00243,0.004649,0,0,0,0.000884,0,0.003532,0,0,0.002597,0,0.00237
202,0,0.001508,0,0,0,0,0,0,0,0.001431,0,0,0,0,0,0.001255,0.003465,0,0.004383,0.001918,0,0.000675,0,0,0.000743,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0.00091,0,0,0,0.000741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001025,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0.002639,0,0,0.001036,0,0.000928,0,0,0,0,0.002257,0,0,0,0,0,0,0,0,0.002136
206,0,0,0,0,0.00137,0.001634,0,0,0.000962,0,0,0.000939,0.000927,0.001373,0,0.006257,0.000951,0,0,0,0,0,0,0,0,0,0,0,0.000712,0.002327,0.002054,0
207,0,0,0,0,0.001622,0.001849,0,0,0.00316,0,0.004055,0,0,0,0.000882,0,0,0.00205,0,0.006387,0,0,0,0.001918,0.002748,0.001477,0.000949,0,0.002434,0.00205,0.001126,0.001106
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221,0,0.004096,0,0,0,0.003661,0.00287,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0.000682,0,0.005038,0,0.003155,0.002845,0.000848,0.004042,0,0,0.001093,0.002522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002331,0,0,0.005277,0.001688
211,0.004458,0.001704,0,0,0,0,0,0,0,0.000892,0,0.002579,0,0,0,0,0,0.001878,0,0,0.001944,0,0,0,0.001769,0,0.002245,0,0,0,0,0.001737
212,0,0,0,0,0,0,0,0.001187,0.002598,0,0.000952,0,0,0.005649,0,0,0.001641,0,0,0,0.002505,0,0.00152,0,0.002165,0,0.002917,0,0.00148,0,0,0
213,0.00066,0,0.001648,0,0.00331,0,0,0,0,0,0,0,0,0.00192,0,0.003422,0,0,0,0,0,0,0,0,0,0,0,0.004583,0.003974,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001267,0.012572,0,0,0,0,0,0,0,0.003186
215,0,0,0,0,0,0.002751,0,0.003925,0,0,0,0.003366,0,0.001376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003977,0,0,0
216,0,0,0,0,0,0,0,0,0,0.001702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002131,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001696,0,0,0,0,0,0,0,0,0,0,0
218,0.001863,0.003434,0,0.000948,0,0.00203,0,0,0.002292,0.002541,0,0,0.012287,0,0,0.001257,0,0,0,0,0,0,0.001332,0,0.003982,0.003045,0,0.004821,0.001796,0.00528,0.000894,0.001358
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001759,0.000811,0,0,0,0.011953,0,0,0,0.000852,0.012346
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011515,0,0,0,0,0,0.011176,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0.002897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002021,0.00106,0.003123,0,0,0
223,0.013923,0.025839,0,0,0,0,0.025352,0.036255,0.000966,0.001499,0.00115,0,0,0,0,0,0,0.001745,0.003757,0,0,0.003689,0,0,0,0.027454,0.030792,0.030147,0.037681,0,0.041359,0.042661
224,0.000887,0,0,0,0.00432,0,0,0,0.00223,0,0.001703,0,0,0.00585,0.000798,0.006137,0,0,0.001164,0.001707,0.001175,0,0,0,0.000681,0,0.001176,0,0,0,0,0
225,0,0,0,0,0,0.003249,0,0.002679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001846,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002768,0,0.002543,0,0,0.000706,0,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013761,0.006918,0,0,0.015258,0.016229
229,0.002115,0.003634,0,0.000715,0.003977,0.01637,0,0.003568,0,0,0,0,0.00163,0,0,0,0,0,0,0,0,0,0,0,0,0.003424,0.000828,0.003787,0.001564,0.002721,0.003696,0.004116
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002992,0.004131,0.001391,0.00209,0.0049,0.016256,0.011331,0.004396,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000797,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0.000864,0
232,0,0.005251,0,0,0.003116,0.00112,0.006693,0,0.001246,0.000907,0.005465,0,0.007882,0.000734,0.001179,0.002351,0,0,0,0,0,0,0,0,0.002694,0.001698,0.001753,0.007292,0,0,0.002476,0.000828
233,0.006525,0.001079,0.001863,0.006392,0,0.002259,0,0.003403,0.004033,0.00361,0.001673,0,0,0,0.003447,0,0,0,0,0,0,0,0,0,0.003257,0.001699,0,0.003835,0,0,0.003344,0.004073
234,0.002995,0.002856,0.003099,0.003819,0.017788,0.004985,0.002703,0.001334,0.003247,0.002777,0.003366,0,0,0,0.00326,0.00303,0,0,0.002014,0,0.003905,0,0,0,0.001716,0.004777,0.009671,0.004288,0.005843,0,0,0.003708
235,0.00606,0,0,0,0.000936,0,0,0,0,0.003774,0,0,0,0.001015,0,0.002246,0.001213,0,0,0,0.00168,0,0,0,0.002054,0.002333,0,0.001389,0,0.000649,0,0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005969,0.00106,0.008044,0.001927,0.001041,0.001657,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0.001257,0,0,0,0.001046,0,0,0.002781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001195
239,0,0.001849,0.001517,0.001496,0,0.001832,0,0.00162,0.001036,0.002572,0.003277,0.00185,0.001684,0.002571,0.00221,0.002674,0,0,0,0,0,0,0,0,0.003435,0,0,0.001541,0,0.002377,0,0.002959
240,0.011523,0,0,0,0.002426,0,0,0,0.001239,0.003813,0,0,0,0,0,0.003135,0.000828,0.003154,0.003806,0.002408,0.003159,0.00181,0,0,0,0,0.001529,0,0.003193,0.003638,0.00101,0.002702
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003173,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011444,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0.002253,0.002347,0.003654,0.001789,0,0,0.002828,0,0,0,0,0,0,0,0,0,0,0.003518,0.002561,0,0.003365,0,0.003443,0.002379
246,0,0,0,0.001111,0,0.005002,0,0,0,0.001323,0,0.00145,0.001559,0,0.001444,0,0.002236,0,0,0,0,0,0,0,0.003543,0,0.007751,0,0.001993,0.00239,0,0.001051
