commitcycle_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
359,0,0,0,0,0,0,0,0,0,0,0,0.608512,0,0,0,0,0.702638,0.686317,0.493252,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0.482377,0,0.520849,0.638135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660461,1.115142,1.083775,0,0,0,0,0,0,0,0,0,0
361,1.049297,0.644706,0,0.570609,0,0,0,0,0.985719,0.978545,0,0,0,0,0.568872,0.574913,0,0,0,0,0,0,0,0,0,0,0.631055,0.422349,0,0,0,0
362,0,0,0,0,0,0,0,0.524747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504695,0,0.577278,0,0,0,0,2.537921,2.759624
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407314,0,0,0,0,0,0,0,0,0.676212,0,0.608236,0,0,0,0.671697,0.441361,0,0
364,0,0,0,0,0,0,0.437907,0,0,0,0.638851,0.524993,0.978767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0.615278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437083,0.913286,0.465523,0.729126,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0.687346,1.039822,0.867702,0,0,1.167381,1.084121,0,0,0,0,0.468068,0,0,0,0,0,1.219356,1.285208,0,0,0,0,0,0.485858,0,0,0,0
367,0.982547,0.941182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749661,0,0,0,0,0,0,0,0.478397,0,0,0.614921,0,0,0,0,0
368,0,0,0,0,0,0,0,0.472785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603148,0.624054,0,0,0,0,1.248708,1.112244
369,0,0,0,0,0,0,0.547913,0,0,0,0.727648,0,0.629427,0.569334,0,0,0,0,0,0,0,0,0.848603,0,0,0,0,0,1.046646,0.99458,0,0
370,0,0,0.439547,0,0,0,0,0,0,0,0,0.739722,0,0,0,0,0.481809,0,0.541579,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0.684341,0,0,0,0,0,0,0,0,0,0,0.533314,0,0,0.773363,0,0.854535,0,0,0,0,0,0,0,0.590086,0,0,0,0
372,0,0,0,0,1.31757,1.267844,0,0,0,1.202509,0,0,0,0,0,0.868756,0,0,0,0,1.158589,1.07951,0,0.611926,0,0,0.720469,0,0,0,0,0
373,0.904168,0.961707,0,0,0,0,0,0.661252,1.26582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619007,0,0,0,0,0,0
374,0,0,0,0,0,0,0.715415,0,0,0,0,0,0,0.756916,0,0,0,0,0,0,0,0,0.630102,0,0.626724,0,0,0,0,0,1.504257,1.426777
375,0,0,0,0,0,0,0,0,0,0,0.743026,0.903646,0.663498,0,0,0,0.518648,0,0.56033,0,0,0,0,0,0,0,0,0,1.054142,1.042059,0,0
376,0,0,0.793201,0,0,0,0,0,0,0,0,0,0,0,0.596236,0,0,0.808147,0,0.796056,0,0,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0.4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545169,0.78311,0,0,0,0
378,0,1.31911,0,0,1.340999,1.334884,0,0,0.793459,0.633969,0,0,0,0,0,0.576743,0,0,0,0,1.36503,1.250343,0,0.566336,0,0.649826,0,0,0,0,0,0
379,1.355384,0,0,0,0,0,0,0.824493,0,0,0,0,0,0.542448,0,0,0,0,0,0,0,0,0,0,0.665364,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0.647893,0,0,0,0.815265,0,0.56601,0,0,0,0.752794,0,0.666309,0,0,0,0.655398,0,0,0,0,0,1.261454,1.23538,1.33594,1.3736
381,0,0,0.698905,0,0,0,0,0,0,0,0,0.658584,0,0,0,0,0,0.716571,0,0.716891,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0.695035,0,0,0,0,0,0,0,0,0,0,0.689892,0,0,0,0,0,0,0,0,0,0,0,0,0.91442,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0.829856,0,0,0,0,0,0.577886,0,0,0,0,0,0,0,0.501012,0,0,0.745561,0,0,0,0,0
384,0,1.26797,0,0,1.189375,1.200934,0,0.431427,0.892627,0,0,0,0,0,0,0,0,0,0,0,1.272739,1.300588,0,0,0.63831,0.73637,0,0,0,0,0,0
385,1.347933,0,0,0,0,0,0.733814,0,0,0,0,0,0.781121,0.741315,0,0,0,0,0,0,0,0,0.730898,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0.761267,0.978461,0,0,0,0,0.729694,0,0.730369,0,0,0,0,0,0,0,0,0,1.191719,1.200364,1.298372,1.23105
387,0,0,0.596043,0.451514,0,0,0,0,0,0,0,0,0,0,0.888239,0,0,0.70091,0,0.472434,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336501,0,0,0,0,0,0,0,0.713537,0,0,0.615396,0.8355,0,0,0,0
389,0,0,0,0,0.918101,0.897885,0,0.555435,1.030239,1.370253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746089,0,0,0,0,0,0
390,1.166737,1.115663,0,0,0,0,0.67554,0,0,0,0,0,0,0.783993,0,0,0,0,0,0,0.691683,0.965142,0.582199,0,0.770204,0,0,0,0,0,0,0
391,0,0,0,0,0,0,0,0,0,0,0.769008,0,0.882094,0,0,0,0.742266,0,0.782927,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,0,0.747673,0,0,0,0,0,0,0,0,0.601005,0,0,0,0,0,0.588733,0,0.564709,0,0,0,0,0,0,0,0,1.222223,1.236286,1.069048,1.041422
393,0,0,0,0.922165,0,0,0,0,0,0,0,0,0,0,0.687508,0,0,0,0,0,0,0,0,0,0,0,0,0.77456,0,0,0,0
394,0,0,0,0,0,0,0,0.455605,0,0,0,0,0,0,0,0.69477,0,0,0,0,0,0,0,0.608061,0,0,0.727883,0,0,0,0,0
395,0,0,0,0,0.966684,1.05958,0,0,1.094796,1.111823,0,0,0,0,0,0,0,0,0,0,0.742766,0.865134,0,0,0.7407,0.884914,0,0,0,0,0,0
396,0.917718,1.018928,0,0,0,0,0.560545,0,0,0,0,0,0,0.855718,0,0,0,0,0,0,0,0,0.609328,0,0,0,0,0,0,0,0,0
397,0,0,0.650235,0,0,0,0,0,0,0,1.184623,0.814312,0.872362,0,0,0,0.626677,0.668294,0.774254,0.699662,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0,0,0.688334,0,0,0,0,0,0,0,0,0,0,0.610494,0,0,0,0,0,0,0,0,0,0,0,0,0,1.299043,1.258006,1.457471,1.44903
399,0,0,0,0,0,0,0,0.540684,0,0,0,0,0,0,0,0.617122,0,0,0,0,0,0,0,0.569645,0,0,0.873964,0.870046,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661591,0,0,0,0,0.860931,0,0,0,0,0,0
401,0,0,0,0,1.159144,1.131772,0.630218,0,1.13783,1.123476,0,0,0,0,0,0,0,0,0,0,0,0.750495,0.860321,0,0.951336,0,0,0,0,0,0,0
402,1.300657,1.492015,0,0,0,0,0,0,0,0,0,0,0.769516,0.771653,0,0,0.491122,0,0.666913,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,0,0.729904,0.534629,0,0,0,0,0,0,1.0125,1.00383,0,0,0.609967,0,0,0.589889,0,0.756653,0,0,0,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541604,0,0,0,0,0,0,0,0.776984,0,0,0,0,1.351339,1.332824,1.383998,1.449009
405,0,0,0,0,0,0,0,0.628754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177584,1.381296,0,0,0,0
406,0,0,0,0,1.119364,1.094474,0.670325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599548,0.63827,0,0,0.737832,0.828292,0,0,0,0,0,0
407,0,0,0,0,0,0,0,0,1.247114,1.196471,0,0,0.806215,0.753869,0,0,0.595649,0,0,0,0,0,0.710768,0,0,0,0,0,0,0,0,0
408,1.352536,1.183179,0.723492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591601,0.737972,0.731816,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0.752455,0,0,0,0,0,0,1.310999,1.265407,0,0,0.887565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0.618505,0,0,0,0,0,0,0,0.662194,0,0,0,0,0,0,0,0.686008,0,0,0,0,1.381282,1.425693,1.256372,1.232163
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711305,0,0,0,0,0,1.335882,1.358615,0,0,0,0
412,0,0,0,0,0,0,0.599636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618732,0.749458,0,0.976821,0.990825,0,0,0,0,0,0
413,0,0,0,0,1.463483,1.519723,0,0,1.250819,1.298884,0,0,0.753489,1.032066,0,0,0.616922,0.644667,0.565593,0.505919,0,0,0,0,0,0,0,0,0,0,0,0
414,1.392591,1.388986,0.787899,0.644292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,0,0,0,0,0,0.630508,0,0,1.393907,1.438635,0,0,0.773185,0.768181,0,0,0,0,0,0,0,0.710106,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221933,1.236907,1.338699,1.347785
417,0,0,0,0,0,0,0.627479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823227,0.889545,0.651442,0,0.667033,0.607879,1.127633,1.128697,0,0,0,0
418,0,0,0,0,0,0,0,0,0,0,0,0,1.044308,0,0,0,0.671667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,1.357434,1.287287,0,0,1.551571,1.469957,0,0,0,1.264722,0,0,0,0.757531,0.778689,0.84435,0,0,0,0,0,0,0,0,0,0,0,0
420,1.483759,1.509059,1.310401,0.946833,0,0,0,0,0,0,1.264546,1.241859,0,0,1.262436,0.876827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0.669533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797194,0,0,0,0,0,0,0,0
422,0,0,0,0,0,0,0.546751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621611,0.591245,0,0,0,0,0,0,1.37582,1.371464,1.111537,1.162233
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649926,0,0,0,0,0,0.610784,0,0.717516,0.874978,1.453893,1.470191,0,0,0,0
424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682231,0.704227,0.648552,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,1.311856,1.362131,0,0,1.283299,1.320548,0,0,1.367107,1.331417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,1.292541,1.28107,1.406761,1.341908,0,0,0,0.546767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632979,0,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0,0,0,0,1.42882,1.395414,0,0,1.367621,1.345694,0,0,0,0,0.663831,0,0,0,0,0,0,0,0,0,0,0
428,0,0,0,0,0,0,0.629937,0,0,0,0,0,0,0,0,0,0.725627,0,0,0,0,0.709907,0.650844,0,0.826727,0.631771,0,0,1.267855,1.245603,1.266134,1.204929
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605225,0.541855,0.599405,0,0,0,0,0,0,1.45183,1.432671,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,0,0,1.24932,1.295669,0,0.538126,1.243336,1.27319,0,0,1.474146,1.432773,0,0,0,0,0,0,0,0,0,0.622937,0,0,0,0,0,0,0,0
432,0,0,1.325003,1.326825,0,0,0,0,0,0,0,0,0,0,1.123183,1.106216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,1.432065,1.48631,0,0,0,0,0.698645,0,0,0,1.279387,1.281425,0,0,0,0,0,0,0,0,0.737891,0.822144,0.621674,0,0,0.777376,0,0,0,0,0,0
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592337,0,0.646165,0,0,0,0,0,0.792341,0,0,0,1.1349,1.053995,1.540858,1.500417
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499587,0,0.633778,0,0,0,0,0,0,1.350309,1.339559,0,0,0,0
436,0,0,0,0,0,0,0,0,1.123953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,0,0,1.404324,1.461548,0,0.678814,0,1.126316,0,0,1.502533,1.517565,0,0,0,0,0,0,0,0,0,0.580251,0,0,0,0,0,0,0,0
438,1.087438,1.016091,1.115695,1.154902,0,0,0,0,0,0,0,0,0,0,1.297442,1.26531,0,0,0,0,0.855729,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0.517267,0,0,0,1.231464,1.239992,0,0,0,0,0.589244,0,0,0,0,0.898118,0.813925,0,0.872822,0.715822,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635093,0.713163,0.730218,0,0,0,0,0,0,0,0,1.430116,1.526886,1.584786,1.600559
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2533,1.254573,0,0,0,0
442,0,0,0,0,0,0,0,0.530628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575262,0,0,0,0,0,0,0,0
443,0,0,0,0,1.142028,1.072212,0,0,1.432015,1.375931,0,0,1.28106,1.333941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1.177855,1.187024,1.274892,1.261868,0,0,0.618654,0,0,0,0,0,0,0,1.289568,1.281871,0,0,0,0,0.689902,0.793535,0.655199,0,0,0.715334,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,1.558028,1.541733,0,0,0,0,0.681366,0,0.817409,0,0,0,0,0,0.797788,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733588,0,0.615751,0,0,0,0,0,0,0,0,1.340823,1.27567,1.48955,1.421772
447,0,0,0,0,0,0,0,0.647196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694568,0,0,1.363507,1.348888,0,0,0,0
448,0,0,0,0,0,1.156766,0,0,0.919095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,0,0,0,1.173347,0,0.490639,0,0,1.135456,0,0,1.405066,1.456162,0,0,0,0,0,0,0.755362,0,0,0,0,0,0,0,0,0,0,0
450,1.176443,1.25745,1.265249,1.353582,0,0,0,0,0,0,0,0,0,0,1.417747,1.356144,0.543987,0,0,0,0,0.652814,0.614168,0,0.616757,0.599936,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0,0,1.483402,1.422831,0,0,0,0,0,0.555672,0.823015,0.826955,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173732,1.226751,0,0
453,0,0,0,0,0,0,0,0.55829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790074,0,0,1.671932,1.639106,0,0,1.728151,1.724423
454,0,0,0,0,1.154309,1.191927,0.654196,0,0.654097,0.785285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,0,0,0,0,0,0,0,0,0,0,1.185232,1.170335,0,0,0.659105,0,0,0,0.858235,0.673862,0.578709,0,0.725071,0.586767,0,0,0,0,0,0
456,1.11571,1.096066,1.132465,1.020712,0,0,0,0,0,0,0,0,0,0,1.342394,1.379538,0,0.556666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,0,0,0,0,0,0,0,0,0,1.316028,1.364391,0,0,0,0,0,0,0.947241,0.974827,0,0,0,0,0,0,0,0,0,0,0,0
458,0,0,0,0,0,0,0,0.707283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160717,1.119992,1.228934,0
459,0,0,0,0,0,0,0,0,0.657594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790942,0,0,1.294526,1.353443,0,0,0,1.279981
460,0,0,0,0,1.161194,1.145687,0.560408,0,0,0.61511,0,0,0,0,0,0,0,0,0,0,0,0,0.680701,0,0,0.666536,0,0,0,0,0,0
461,0,0,0,1.354398,0,0,0,0,0,0,0,0,1.186442,1.043954,0,0,0.560096,0,0,0,0.91955,0.935156,0,0,0.53258,0,0,0,0,0,0,0
462,1.294016,1.303075,1.445743,0,0,0,0,0,0,0,0,0,0,0,1.407724,1.379993,0,0.539275,0.575756,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,1.517013,1.523694,0,0,0,0,0,0,0,0.771288,0,0,0,0,0,0,0,0,1.037648,1.016837,0,0
464,0,0,0,0,0,0,0,0.732398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682496,0,0,0,0,0,0,1.121671,1.172903
465,0,0,0,0,0,0,0.603154,0,0.673558,0.698341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633309,1.289916,1.274182,0,0,0,0
466,0,0,0,0,1.228942,1.293585,0,0,0,0,0,0,0,0,0,0,0.576381,0,0,0,0.755997,0,0.584677,0,0.504382,0,0,0,0,0,0,0
467,0,0,1.120753,1.210351,0,0,0,0,0,0,0,0,1.297266,1.352018,0,0,0,0.700894,0,0,0,0.846547,0,0,0,0,0,0,0,0,0,0
468,1.537044,1.371689,0,0,0,0,0,0,0,0,0,0,0,0,1.258804,1.211525,0,0,0.829632,0.805419,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,0,0,0,0,0.623923,0,0,1.409739,1.419273,0,0,0,0,0,0,0,0,0,0,0,0.58767,0,0,0,0,1.383681,0,0,0
470,0,0,0,0,0,0,0.639682,0,0.678552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452391,1.226642,1.268609
471,0,0,0,0,0,0,0,0,0,0.691109,0,0,0,0,0,0,0.669449,0,0,0,0,0,0.787137,0,0.596491,0.814278,1.360075,1.417522,0,0,0,0
472,0,0,0,0,1.311603,1.276074,0,0,0,0,0,0,0,0,0,0,0,0.733857,0,0,0.678598,0.770679,0,0,0,0,0,0,0,0,0,0
473,0,0,1.319687,1.372768,0,0,0,0,0,0,0,0,1.307261,1.299895,0,0,0,0,0.794352,0,0,0,0,0,0,0,0,0,0,0,0,0
474,1.232425,1.274506,0,0,0,0,0,0.656956,0,0,0,0,0,0,1.285873,1.357006,0,0,0,0.79498,0,0,0,0,0,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0.355515,0,0.334721,0,0.822806,0.821655,0,0,0,0,0,0,0,0,0,0,0,0.827201,0,0,0,0,0.320481,0.51113,0,0
476,0,0,0,0,0,0,0,0,0,0.320673,0,0,0,0,0,0,0.339721,0,0,0,0,0,0.37064,0,0.233645,0.258505,0,0.526658,0,0,0.585502,0.519221
477,0,0,0,0,0.512313,0.482024,0,0,0,0,0,0,0,0,0,0,0,0.267916,0,0,0.352505,0.294133,0,0,0,0,0.546328,0,0,0,0,0
478,0,0,0,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0.270958,0,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null
479,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,0,0,0.216023,0,0,0,0,Null,Null,Null,Null,Null,Null,Null,Null