op_r,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
155,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
156,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
157,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
158,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
159,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
160,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
161,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
162,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
163,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
164,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
165,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
166,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
167,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
168,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
169,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
170,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
171,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
172,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
173,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
174,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
175,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
176,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
177,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
178,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
179,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
180,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
181,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
182,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
183,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
184,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
185,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
186,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
187,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
188,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
189,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
190,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
191,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
192,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
193,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
194,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
195,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
196,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
197,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
198,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
199,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
200,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
201,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
202,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
203,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
204,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
205,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
206,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
207,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
208,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
209,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
210,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
211,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
212,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
213,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
214,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
215,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
216,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
217,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
218,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
219,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
220,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
221,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
222,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
223,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
224,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
225,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
226,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
227,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
228,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
229,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
230,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
231,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
232,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
233,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
234,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
235,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
236,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
237,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
238,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
239,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
240,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
241,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
242,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
243,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
244,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
245,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
246,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
247,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
248,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
249,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
250,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
251,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
252,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
253,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
254,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
255,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
256,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
257,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
258,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
259,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
260,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
261,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
262,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
263,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
264,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
265,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
266,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
267,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
268,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
269,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
270,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
271,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
272,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
273,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
274,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
275,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
276,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
277,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
278,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
279,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
280,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
281,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
282,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
283,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
284,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
285,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
286,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
287,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
288,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
289,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
290,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
291,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
292,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
293,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
294,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
295,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
296,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
297,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
298,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
299,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
300,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
301,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
302,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
303,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
304,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
305,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
306,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
307,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
308,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
309,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
310,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
311,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
312,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
313,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
314,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
315,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
316,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
317,48,32,40,48,8,16,40,32,72,64,24,8,24,40,16,40,32,42,32,40,40,8,48,48,40,24,32,16,48,24,88,40
