op_r_out_bytes,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
116,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
117,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
118,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
119,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
120,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
121,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
122,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
123,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
124,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
125,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
126,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
127,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
128,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
129,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
130,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
131,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
132,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
133,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
134,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
135,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
136,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
137,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
138,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
139,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
140,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
141,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
142,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
143,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
144,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
145,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
146,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
147,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
148,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
149,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
150,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
151,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
152,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
153,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
154,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
155,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
156,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
157,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
158,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
159,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
160,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
161,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
162,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
163,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
164,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
165,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
166,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
167,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
168,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
169,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
170,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
171,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
172,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
173,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
174,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
175,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
176,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
177,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
178,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
179,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
180,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
181,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
182,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
183,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
184,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
185,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
186,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
187,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
188,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
189,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
190,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
191,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
192,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
193,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
194,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
195,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
196,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
197,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
198,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
199,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
200,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
201,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
202,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
203,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
204,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
205,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
206,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
207,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
208,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
209,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
210,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
211,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
212,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
213,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
214,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
215,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
216,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
217,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
218,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
219,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
220,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
221,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
222,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
223,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
224,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
225,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
226,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
227,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
228,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
229,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
230,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
231,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
232,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
233,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
234,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
235,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
236,1048,792,1200,1328,128,536,1200,1072,1992,2144,664,128,664,920,256,1200,1072,3948,1072,920,1200,128,1328,1328,920,664,792,536,1328,664,2528,1200
