op_rw_wait_ta_latency,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000826,0.007299,0,0,0,0.010066,0.004082,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002527,0,0,0,0,0,0
166,0,0,0,0.001167,0,0,0,0,0.000885,0,0.002462,0,0,0.00131,0,0,0,0,0,0,0.116348,0,0,0,0,0,0,0,0,0.002463,0.00244,0.002294
167,0,0,0,0,0,0,0,0,0,0,0,0,0.003937,0,0,0,0,0.002855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003033
168,0,0,0.022871,0,0.015493,0,0.024615,0,0,0.024845,0.007107,0.030138,0.013631,0,0,0.001209,0,0.001664,0,0,0,0,0,0,0,0,0,0,0.003118,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017433,0.005188,0,0.005917,0.02501,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002954,0.009352,0.005967,0,0,0,0,0,0,0,0,0.009026,0.005277,0.012447,0,0.001302,0.004545,0,0.016292
171,0,0,0,0.012411,0,0,0,0.002561,0,0,0,0,0,0,0,0,0.005325,0,0,0,0,0,0.008589,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0.006928,0,0,0,0,0,0,0,0.00416,0,0.00738,0.004843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005264,0,0.002792
174,0.001148,0,0,0,0.000806,0.000733,0,0,0.001501,0.004014,0,0.003946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001067,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002053,0,0,0,0,0,0,0,0.002426,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0.001191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0.003436,0,0,0.0007,0,0,0.003437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0.010172,0,0,0,0.014947,0.012056,0,0,0,0,0,0,0,0.005253,0.003534,0,0,0,0,0,0,0,0,0,0,0.013826,0.014653,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016175,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004726,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000755,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0.010484,0,0,0,0,0,0,0.001702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006617,0,0.003004,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0.000972,0,0,0,0,0,0,0.001956,0.023748,0,0.00337,0.000872,0,0,0,0,0,0,0.002002,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0.015857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013148,0,0,0,0.012512,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0.004489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0.004808,0.00901,0.012301,0.008041,0.009689,0.010593,0,0.008576,0.014461,0,0.028321,0.005306,0.012488,0.005595,0,0.011161,0,0,0,0,0,0,0,0,0.008854,0.012721,0.020033,0,0.015477,0.011479,0.019509,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019478,0.018805,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0.000752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0.006595,0.008621,0,0.002526,0,0,0,0,0,0,0,0,0,0,0,0.01457,0,0.013924,0,0.001808,0,0.004694,0,0,0.002809,0
201,0,0,0,0,0,0,0.003385,0.027846,0,0,0,0,0,0.002066,0,0,0,0,0,0,0,0,0.007203,0,0,0,0,0,0,0,0.026818,0
202,0,0,0,0,0,0,0,0,0,0,0,0.00212,0,0,0,0,0.00385,0.000651,0,0.001828,0,0.000693,0,0.003152,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0.024369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0.003167,0,0,0,0.003739,0,0,0,0,0,0,0,0,0,0,0,0.022042,0,0,0,0,0,0.000878,0,0,0,0,0
207,0,0.00183,0,0,0,0,0,0,0.003633,0.004033,0,0,0,0.006369,0,0.005285,0,0,0,0,0,0,0,0,0.000795,0,0,0.006127,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000977,0,0,0.005747,0.002433,0.00455,0.002741,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0.003135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002723,0,0,0,0,0,0
212,0,0.003636,0,0,0,0,0,0,0,0,0.005712,0.001957,0,0,0,0,0,0,0,0,0,0,0.001712,0,0.004127,0,0,0,0,0,0.00495,0.001335
213,0,0.004746,0.000712,0,0,0,0,0,0,0,0,0.005098,0,0,0,0.006639,0,0,0,0,0,0,0,0.004706,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000942,0,0,0,0,0.005368,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0.008988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0.001679,0,0,0,0,0,0,0.01616,0.02919,0.026135,0,0.013495,0,0,0,0,0.003037,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0.001589,0,0,0,0,0.002677,0,0,0.001764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003846,0,0.00375,0,0,0,0.015977,0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001526,0,0,0,0,0,0,0.00268,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003371,0,0,0.029507,0,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,0,0,0.012097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0.001959,0,0,0,0,0,0.003552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998,0.001968,0,0,0
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005227,0,0,0,0.004799,0.007252,0,0,0,0,0,0,0,0,0,0
231,0.001051,0,0.003047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,0.009381,0,0,0,0,0,0,0,0,0,0.000628,0,0,0,0,0,0,0,0,0,0,0,0.004528,0,0,0,0,0
233,0,0.006412,0,0,0,0,0,0,0.004067,0,0,0.002211,0.004454,0,0.004734,0.003475,0,0,0,0,0,0,0,0,0,0.000902,0,0,0,0,0.003696,0
234,0,0,0,0,0.004376,0,0,0.005015,0,0,0,0.005167,0,0,0,0,0,0,0.000789,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003601,0,0,0,0,0.002581,0.002425,0,0.001419,0.003438,0.001882,0.004234,0.002381
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385,0,0.004652,0.002655,0.00446,0.006395,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0.005827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,0.002751,0.00444,0,0,0,0,0.000908,0,0,0,0,0.003931,0.006118,0,0,0,0,0,0,0,0,0.000758,0,0,0,0,0.0034,0,0
240,0,0,0,0,0,0,0,0.005016,0,0,0,0,0.001454,0,0,0,0,0,0.001464,0.002571,0.000743,0,0.003835,0,0.005869,0,0.011292,0.010944,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000638,0,0,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007218,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0.001197,0,0.002427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002196,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0.001352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.013153,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001391,0,0,0,0,0.013123,0,0
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002484,0,0,0,0,0.010517,0,0,0,0,0,0,0,0,0,0
255,0,0.00442,0,0,0,0,0,0,0.013551,0.014045,0,0.014559,0,0,0.013588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001045
256,0.010095,0,0.012865,0.015277,0,0.003542,0.012823,0.012433,0,0,0.00316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002275,0,0,0,0,0,0
257,0,0.003824,0,0,0,0.001931,0,0,0,0.005,0.002521,0,0.004365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002064,0,0,0,0
258,0,0,0,0,0,0,0.001072,0,0,0,0,0.001128,0,0.003732,0.002913,0,0,0,0,0,0,0,0,0.003647,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002077,0,0,0.001056,0,0
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012888,0,0,0,0,0,0.001374,0.001723,0,0,0,0.011776,0,0,0,0,0
261,0.000937,0,0,0,0,0,0,0,0.001355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012158,0,0,0.001658,0
262,0,0,0,0.000711,0,0,0,0,0,0,0.009451,0,0,0,0,0,0.007119,0.004367,0,0,0.005015,0,0,0,0,0,0,0,0,0,0,0
263,0,0.001428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002032,0,0,0,0,0,0.002007,0,0,0,0,0.002045,0,0,0,0,0
264,0,0,0,0,0,0,0,0,0,0.001585,0,0,0.000882,0,0,0.002676,0,0,0,0,0,0,0,0,0,0,0.00365,0,0.002147,0,0,0
265,0,0,0,0.004272,0,0,0.00184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002113,0,0,0,0.001262,0,0.001074,0,0,0.004195,0,0
266,0.0016,0,0.003278,0,0,0,0,0,0,0,0.001421,0.006388,0,0,0,0.005592,0.002885,0,0,0,0.004351,0.002491,0.000891,0.002262,0,0.001704,0,0,0,0,0.003254,0.001736
267,0,0.006845,0,0,0,0,0,0.003972,0,0,0,0,0,0.021742,0,0,0.025309,0,0.024844,0,0.004157,0,0.026085,0.002209,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007178,0.003605,0.001992,0,0.004147,0,0,0,0,0,0,0,0,0,0,0
269,0,0.002029,0,0,0.019086,0,0,0,0.012782,0,0,0.001886,0.018815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001624,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0.007226,0.011027,0,0,0.006193,0,0,0,0,0,0,0,0.001919,0,0,0,0,0,0,0,0,0,0.007286,0,0.008792,0.008278,0.003647,0.002791,0.010953,0.003027
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001092,0,0,0.005332,0.002799,0.009945,0.010173,0.008236,0,0,0,0,0,0.007618,0,0
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004345,0,0,0.004633,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003165,0,0,0
277,0,0,0.019949,0,0,0,0.013673,0,0,0,0,0,0,0,0,0.008697,0,0,0,0,0,0,0,0,0.016867,0,0.018349,0,0.017296,0.01172,0.022903,0
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017172,0.013811,0,0.023977,0.015748,0.016392,0.01485,0.011898,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0.006431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002725,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008421,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0,0
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001712,0.000803,0,0,0,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0.018458,0,0,0.016027,0,0,0,0,0,0.001131,0,0,0,0.01808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001428,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016953,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001073,0,0.007013,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0.004657,0,0.004368,0.007678,0.000839,0.00496,0.002957,0.004439,0,0.001855,0,0,0,0,0.004765,0,0,0,0,0,0,0,0,0,0,0,0.004562,0.004618,0.006593,0,0.005195,0
294,0,0,0.008187,0,0.004207,0,0,0,0.008208,0,0.004768,0,0,0,0,0,0,0,0,0,0.001716,0,0,0,0.005801,0.0029,0,0,0,0,0,0
295,0,0,0,0,0,0,0.004077,0,0,0,0,0,0,0,0,0,0.006264,0,0,0,0.005432,0.00846,0.009055,0,0,0,0,0,0,0,0.003919,0
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006251,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0,0,0,0,0,0,0.000842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010418,0.010663,0,0,0,0,0
301,0,0,0.001661,0,0,0,0,0.001605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001808,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0.001625,0,0,0,0,0,0,0,0,0.003579,0.004084,0,0,0,0,0.020495,0,0,0,0,0,0,0,0,0.001295,0,0,0,0,0,0.018713,0
305,0,0,0.003893,0,0.004497,0.006383,0,0,0.001783,0,0,0,0,0,0,0,0.003528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007257
306,0,0,0,0.001306,0.005315,0,0,0.001443,0,0,0.00081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831,0,0.001404,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020271,0,0,0,0,0,0,0.001194,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0.002467,0.002923,0,0,0,0.004052,0.00911,0.038191,0,0.038488,0,0,0,0,0,0.005081,0,0,0,0,0,0,0,0,0.002312,0,0,0,0,0,0,0.003576
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005844,0,0,0,0,0,0,0,0,0,0,0.00275,0.003079,0,0,0.002778,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000839,0,0,0,0,0,0,0,0,0
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005268,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0,0,0,0,0,0,0,0,0,0.000782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0.020127,0.01625,0,0,0,0,0,0,0,0,0,0.020165,0.020468,0,0,0,0,0,0,0,0,0,0.001591,0,0,0,0,0,0,0,0,0
317,0,0.002667,0,0.003556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0.001171,0.006006,0.001197,0,0.002726,0,0,0,0,0,0,0,0,0,0,0,0,0.002563,0,0,0.002203,0,0,0
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004565,0.008085,0,0,0,0
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0,0,0,0,0,0,0.006268,0,0,0,0,0,0
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005276,0,0,0,0,0,0,0,0
